STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,4/23/1970,,71,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,4/24/1970,,62,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,4/25/1970,,63,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,4/26/1970,,54,44
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,4/27/1970,,51,40
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,4/28/1970,,51,40
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,4/29/1970,,47,36
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,4/30/1970,,45,35
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/1/1970,,54,38
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/2/1970,,48,39
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/3/1970,,56,45
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/4/1970,,66,44
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/5/1970,,69,43
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/6/1970,,69,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/7/1970,,72,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/8/1970,,62,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/9/1970,,68,42
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/10/1970,,60,48
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/11/1970,,57,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/12/1970,,57,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/13/1970,,60,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/14/1970,,76,44
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/15/1970,,66,53
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/16/1970,,61,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/17/1970,,61,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/18/1970,,68,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/19/1970,,69,41
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/20/1970,,63,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/21/1970,,62,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/22/1970,,54,45
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/23/1970,,60,44
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/24/1970,,68,39
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/25/1970,,76,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/26/1970,,67,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/27/1970,,70,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/28/1970,,69,42
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/29/1970,,73,45
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/30/1970,,60,53
